user,user_profile,date_review,title,rating,type_visit,num_contributions,review,review_cleaned,year,month
Catherine,catherinejS8734UP,2022-12-21,Un déjeuner,5.0,family,3,"Une découverte pour moi tout le long du repas.
Une cuisine merveilleuse faite de mets délicats et raffinés.
Le service est dans la même veine, c'est à dire très professionnelle sans ostentation. Une sommelière passionnée.
En résumé un moment qui restera un superbe souvenir gustatif.",découverte tout long repas cuisine merveilleuse faite mets délicats raffinés service veine cest dire très professionnelle sans ostentation sommelière passionnée résumé moment restera superbe souvenir gustatif,2022,12
Patrice C,patricecR3819PC,2022-12-16,Super !!,5.0,family,1,"On a beau savoir que c'est top, le vivre c'est un grand moment  de plaisir à l'état pur.  Super note aussi pour la qualité du service : efficace sans être obsequieux.",beau savoir cest top vivre cest grand moment plaisir létat pur super note aussi qualité service efficace sans être obsequieux,2022,12
Helene 43,louloudesconta,2022-12-03,Une experience culinaire magnifique,5.0,family,65,"Tout est parfait, des plats sublimes au personnel efficace et discret cette illustre maison merite sans hésiter que l'on vienne y passer une parenthese enchantée.
Des etoilés lyonnais déjà frequentés celui ci a ma préférence.",tout parfait plat sublimes personnel efficace discret cette illustre maison merite sans hésiter lon vienne passer parenthese enchantée etoilés lyonnais déjà frequentés celui préférence,2022,12
LLS1966,LLS1966,2022-11-29,Un moment inoubliable,5.0,friends,26,"Restaurant de haute qualité 
Un service d’exception 
Un personnel très accueillant et très sympathique 
Pour le repas absolument parfait
Je retiendrais les St Jacques que resteront longtemps dans ma mémoire 
Merci pour cet accueil et pour ce fabuleux repas",restaurant haute qualité service dexception personnel très accueillant très sympathique repas absolument parfait retiendrais jacques resteront longtemps mémoire merci cet accueil fabuleux repas,2022,11
eddhoff,eddhoff,2022-11-14,Déjeuner en semaine. Exceptionnel,5.0,family,237,"Déjeuner d’anniversaire, de l’accueil au cadre et surtout à la cuisine , un moment exceptionnel. Ris de veau remarquable, mention spéciale pour le très beau plateau de fromages plutôt peu communs et très bien affinés .",déjeuner danniversaire laccueil cadre surtout cuisine moment exceptionnel veau remarquable mention spéciale très beau plateau fromages plutôt peu communs très bien affinés,2022,11
christian p,christianajaccio,2022-09-23,Un peu déçu,4.0,none,25,"menu du centenaire : déçu par le foie gras/artichaut sans saveur, dommage .
service agréable , rythme du repas correct",menu centenaire déçu foie grasartichaut sans saveur dommage service agréable rythme repas correct,2022,9
JYREGINSTER,JYREGINSTER,2022-09-18,Repas de très haute tenue,5.0,none,251,"Aucune faille. Plats novateurs, sans fioritures et sans excès. Le mélange audacieux de l'ormeau et de l'andouillette ou encore les pommes de terres nouvelles et l'anguille sont subtilement dosés et méritent à eux seuls le voyage. Service, attentionné, souriant et efficace. Très jolie carte des vins dont les superbes flacons sont raisonnablement évalués. Très sympathique équipe de sommellerie hautement compétents. Cadre élégant et reposant. Félicitons nous aussi de trouver une (très) grande maison qui offre encore, à côté de superbes menus, la possibilité de choisir son propre menu à la carte. Au moment oü le guide rouge semble privilégier la technicité au plaisir de manger, espérons que ses inspecteurs auront à coeur de se souvenir que les repas dans les restaurants triplement étoilés doivent d'abord ravir les cinq sens plutôt que donner l'impression de visiter un laboratoire. La région lyonnaise, un peu sinistrée gastronomiquement depuis quelques années, a son chef de file, tenant fermement la barre et méritant, sans aucun doute la reconnaissance suprème.",aucune faille plat novateurs sans fioritures sans excès mélange audacieux lormeau landouillette encore pommes terres nouvelles languille subtilement dosés méritent seuls voyage service attentionné souriant efficace très jolie carte vins dont superbes flacons raisonnablement évalués très sympathique équipe sommellerie hautement compétents cadre élégant reposant félicitons aussi trouver très grande maison offre encore côté superbes menu possibilité choisir propre menu carte moment guide rouge semble privilégier technicité plaisir manger espérons inspecteurs coeur souvenir repas restaurant triplement étoilés doivent dabord ravir cinq sen plutôt donner limpression visiter laboratoire région lyonnaise peu sinistrée gastronomiquement depuis quelques années chef file tenant fermement barre méritant sans aucun doute reconnaissance suprème,2022,9
Anno100,Anno100,2022-09-09,Déjeuner professionnel à la hauteur,5.0,none,15,Le menu du déjeuner est tout à fait abordable (95€ par personne). Chaque met servi a été à la hauteur de nos attentes. Un accueil chaleureux et un service impeccable ont complété ce bon moment gustatif. Merci à tous.,menu déjeuner tout fait abordable personne chaque met servi hauteur attentes accueil chaleureux service impeccable complété bon moment gustatif merci tous,2022,9
Alexmicha,Alexmicha,2022-09-02,Plus que parfait 😋😋😋,5.0,family,1563,"Une vraie institution lyonnaise.
Cuisine parfaitement maîtrisée 👌
Tous les plats sont raffinés et bons.
Mention spéciale pour le saint Pierre et son délicieux bouillon. Le pigeon aux fruits noire parfaitement exécuté.
Le dessert  est excellent, je dirais même un des meilleurs desserts que j’ai mangé 😋😋😋
Bravo au chef Mathieu Vianney, ne changez rien, nous reviendrons très vite.
Mérite largement ces 2 étoiles 🌟 🌟 
Allez y les yeux fermés, c’est un vrai plaisir de manger ici. Ce restaurant  étoilé fait partie de mes top 5 préférés 🤩",vraie institution lyonnaise cuisine parfaitement maîtrisée tous plat raffinés bons mention spéciale saint pierre délicieux bouillon pigeon fruit noire parfaitement exécuté dessert excellent dirais meilleurs dessert jai mangé bravo chef mathieu vianney changez rien reviendrons très vite mérite largement étoiles allez yeux fermés cest vrai plaisir manger ici restaurant étoilé fait partie top préférés,2022,9
Baptiste G,880baptisteg,2022-08-17,Parfait,5.0,none,71,"Un diner très agréable du début à la fin. Cuisine raffinée, service à l'écoute, très bon échange avec le sommelier. Tout ce que l'on attends pour un établissement de ce standing. Service voiturier très appréciable.",diner très agréable début fin cuisine raffinée service lécoute très bon échange sommelier tout lon attends établissement standing service voiturier très appréciable,2022,8
ppeyrard,ppeyrard,2022-07-27,Très belle table,5.0,friends,5978,"Accueil à votre arrivée dans la maison, nous avons été conduit au premier étage dans un grand salon. Magnifique. C'est très confortable d'être ainsi installé et très intimiste. J'adore! Les menus sont appétissants. Nous avons adoré le cuisine du Chef. Ce mélange, de traditions modernisées, de terre mer... Bref, un grand regret, ne pas être venu avant. Regardez les photos des plats, pas necesd6d'en dire plus: MAGNIFIQUE. Merci à toute l'équipe.",accueil arrivée maison avon conduit premier étage grand salon magnifique cest très confortable dêtre ainsi installé très intimiste jadore menu appétissants avon adoré cuisine chef mélange tradition modernisées terre mer bref grand regret être venu avant regardez photo plat necesdden dire plus magnifique merci toute léquipe,2022,7
jean-luc mounard,mounard,2022-07-03,je suis atteré par ce chef d'oeuvre en péril,2.0,none,40,"J'ai la chance de fréquenter un certain nombre de belles tables et celle ci m'a absolument déçu. Des amuse-bouches sans intéret, un yaourt avec des concombres et des haricots verts finement coupés, "" coques et des tuiles, alors meme que nous avons signaléau maitre d'hotel notre aversion pour le concombre. Une cuisine sans créativité mais d'une technicité sans défaut certes. Dans ce repas, la seule chose que j'ai trouvée sublime, c'est la sauce Nantua qui accompagnait un brochet sans grande saveur. Le contraste est d'autant plus désolant que dans la meme semaine, j'ai eu la chance de déjeuner chez Mauro Colagreco au mirazur. Je ne remettrai pas les pieds ici , dans la capitale de la gastronomie où ce ne sont pas les grands chefs qui manquent.",jai chance fréquenter certain nombre belle table celle absolument déçu amusebouches sans intéret yaourt concombres haricot verts finement coupés coques tuiles alors meme avon signaléau maitre dhotel aversion concombre cuisine sans créativité dune technicité sans défaut certes repas seule chose jai trouvée sublime cest sauce nantua accompagnait brochet sans grande saveur contraste dautant plus désolant meme semaine jai chance déjeuner chez mauro colagreco mirazur remettrai pieds ici capitale gastronomie grand chef manquent,2022,7
LEATIM,henrim26,2022-06-12,Excellentissime !,5.0,none,151,"Cuisine excellent à la fois originale, subtile, fine, recherchée, avec beaucoup de saveurs ! Ni trop ni trop peu dans les assiettes.  Tout était délicieux de l'entrée au dessert. Aucune erreur de goût, d'association et de présentation. Tout était juste et parfait !",cuisine excellent fois originale subtile fine recherchée beaucoup saveurs trop trop peu assiettes tout délicieux lentrée dessert aucune erreur goût dassociation présentation tout juste parfait,2022,6
Patetflolyon,Patetflolyon,2022-05-01,"Excellent, cuisine nouvelle.",5.0,none,1078,"Excellent, cuisine nouvelle. pas facile d avoir une table, il faut anticiper! décor un peu 70’s , on n arrive ni à aimer si a ne pas aimer. Service très pro, forcément. Menus xxl. Des plats sans fin, repas de 3h mais cela passe très vite. Tout bon est pas exquis; beaucoup de travail sur chaque plat. Peut être trop de détails, pour des portions un peu petites mais au bout du bout, on ressort plein! En revanche rien de marquant. Contrairement à ses confrères Bocuse ou Blanc. ",excellent cuisine nouvelle facile avoir table faut anticiper décor peu arrive aimer aimer service très pro forcément menu xxl plat sans fin repas cela passe très vite tout bon exquis beaucoup travail chaque plat peut être trop détails portion peu petite bout bout ressort plein revanche rien marquant contrairement confrères bocuse blanc,2022,5
