user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
Simoniserge;Simoniserge;25 juillet 2022;Un plaisir;4.0;business;6;Un plaisir de manger et déguster mon plat préféré,  la salle est toujours bien tenue et la serveuse au petits soins pour notre table .;Frazarin Bistrot Franco Italien
Frédéric D;W8679GPfr_d_ricd;22 juillet 2022;Belle découverte - 3 personnalités pour un lieu, des  saveurs, des histoires…;5.0;family;1;Du service aux plats, nous avons adoré. Une connaissance remarquable et remarquée des produits qui vous sont proposés, impossible de ne pas y trouver son bonheur.;Frazarin Bistrot Franco Italien
Sigismond Bourdon;SigismondBourdon;15 juillet 2022;À faire absolument !;5.0;friends;127;"Ambiance et accueil extrêmement chaleureux. Carte réduite mais composée uniquement avec des produits frais de saison. Cuisine inventive avec des produits pourtant ""simples"". Très belle carte des vins. À faire absolument !";Frazarin Bistrot Franco Italien
mattcvx;mattcvx;13 juillet 2022;UN TRES TRES BON;5.0;solo;1;"Enfin du savoir-faire au niveau du service. 
Accueil chaleureux.  
Avant de déguster, on ressent beaucoup de compétence et la connaissance des produits proposés est là. 
Pas de chichi, le cadre est épuré et valorise ce que l’on a dans l’assiette, c’est à dire un subtil mélange Franco-Italien et ça, c’est annoncé avant de rentrer dans le resto : PROMESSE TENUE !

Bravo au chef, la cuisine est raffinée et authentique à la fois, les quantités impeccables. 
Les garçons de salle gèrent le reste avec bienveillance et professionnalisme. 

Je n’oublierai pas la grande variété de vins français et italiens à découvrir. 
Bref on reste dans le top !

C’est un coup de coeur. 
Avis dithyrembique mais amplement mérité.

Allez-y et régalez vous";Frazarin Bistrot Franco Italien
Arthur S;dastrich;27 juin 2022;Un très bon moment;5.0;none;10;"Restaurant essayé pour un dîner vendredi soir, la salle est agréable, l'accueil excellent ! 
Le menu et l'histoire du restaurant sont détaillés avec beaucoup de passion par l'équipe. 
Les plats, cocktails et vins sont originaux, bien dosés et délicieux. Un restaurant où on se sent bien, et où on a envie de revenir, la carte change toutes les 3 semaines !!";Frazarin Bistrot Franco Italien
Vanessa G;vanessaG38-2305;25 juin 2022;Très bonne adresse;5.0;business;6;"Super resto. Nous sommes venus en groupe pour un déjeuner et n'avons pas été déçus ! 
Produits frais cuisine raffinée
Je recommande +++";Frazarin Bistrot Franco Italien
Sibel;Getaway55431247759;25 juin 2022;Super accueil & plats délicieux!;5.0;friends;3;"Nous avons passés une excellente soirée entre amis.
Les mets sont délicieux et l’équipe très sympa!
Nous y retournerons régulièrement pour tester le menu qui change régulièrement!";Frazarin Bistrot Franco Italien
Pierre-Lmt;Pierre-Lmt;22 juin 2022;Il Gioiello più Bello della Terra della Seta;5.0;none;70;"Tout simplement, le plus beau des Joyaux au pays de la Soie ! Merci à toute l'équipe en cuisine et en salle de nous avoir aussi chaleureusement accueilli.
Très touché par l'attention d'Harold, le Chef en cuisine, d'avoir réfléchi et conçu un menu sur-mesure pour mon amie qui est poly-allergique ! L'excellente nouvelle, c'est qu'au sein du Frazarin tout est possible pour le client si l'on a la délicatesse de prévenir en amont. Je recommande sans aucune réserve 
A bientôt !";Frazarin Bistrot Franco Italien
Marie D;mariedH4096AZ;17 juin 2022;Tres bon restaurant;4.0;none;3;Grande qualité de produits, recette très gouteuse et le service est très agréable et profesionnel. Je recommande;Frazarin Bistrot Franco Italien
Liseron;coquelicot0606;17 juin 2022;Une excellente  adresse;5.0;none;86;"Restaurant franco-italien à découvrir sans attendre.
La cuisine est faite maison d’A à Z avec des produits frais , est savoureuse créative avec des notes franco italienne, la carte est courte c'est un très bon signe 
La décoration soignée, l'accueil est top par les 2 gérants français le 3 -ème est italien et s'affaire au fourneau pour notre plus grand plaisir.
Nous reviendrons";Frazarin Bistrot Franco Italien
Oscar L;oscarlK3058KV;17 juin 2022;Un moment en famille super;5.0;family;1;"Super moment, sans réservation. De l’entrée au plat tout était incroyable !!! Un service et une ambiance top. 
Je recommande";Frazarin Bistrot Franco Italien
Marie K;874mariek;13 juin 2022;Allez y les yeux fermés;5.0;friends;7;Super adresse ! Un dîner avec des amis , accueil chaleureux, nourriture splendide. Vraiment un petit coup de coeur pour ce resto . Quel beau  mariage entre l’Italie et la france;Frazarin Bistrot Franco Italien
christian c;F8424XBchristianc;12 juin 2022;Belle surprise;5.0;none;1;Une ambiance familiale et chaleureuse. Nous avons été reçu comme à la maison. Une vraie attention sincère pour passer un super moment. En plus, le menu était délicieux !!! A recommander vivement !! Merci pour ce bel accueil !;Frazarin Bistrot Franco Italien
Samantha B;SamanthaAnc;8 juin 2022;Excellent;5.0;none;1;"Nous sommes venus pour un repas entre collègue, une cuisine legère et raffinée, du fait maison 
Une carte se réinvente toutes les trois semaine, Un beau mariage de la France et de l'Italie.
l'équipe est très accueillante

Un grand bravo";Frazarin Bistrot Franco Italien
Denis F;denisfE9440SA;4 juin 2022;Ecellent;5.0;friends;1;"Excellente étape à Lyon, un petit moment de bonheur dans cette jungle de restaurant. Des produits frais de qualité, circuit court, originalité des plats notre salade d’artichaut cru était un régal ! On sent l’influence de l’école Bocuse, ces trois jeunes associés connaissent leur affaire. La carte des vins est choisie simple  et pertinente… plusieurs Spritz…on a envie de les goûter tous…
Bonne adresse de qualité, accueil au Top!
Denis Fres..";Frazarin Bistrot Franco Italien
P&D;Odinet24;4 juin 2022;Frazarin;5.0;friends;1;Très belle table dans un cadre agréable avec des conseils adaptés, des produits authentiques. Accueil très chaleureux, à recommander à Lyon;Frazarin Bistrot Franco Italien
Alcat;Alcat97400;4 juin 2022;Une table d exception;5.0;family;52;Derrière une devanture classique et pas trop attirante  se cache une table d exception que vous découvrez après un accueil chaleureux, convivial et professionnel.  Un choix de plats goûteux et cuisinés avec soin , des vins sélectionnés, le tout à un tarif abordable. Un personnel vraiment attentionné et passionné.;Frazarin Bistrot Franco Italien
Vincent L;vincentl406;1 juin 2022;Au top;5.0;none;7;Déco sympa, de l'amabilité en salle, des produits de qualité dans l'assiette, on s'est régalé chez Frazarin !;Frazarin Bistrot Franco Italien
Yohann G;31yohanng_;31 mai 2022;Excellent;5.0;friends;1;"De passage à Lyon avec un ami pour des oraux, nous sommes tombé par hasard sur ce restaurant ! Accueil chaleureux, personnel aimable et souriant! Avec un cadre sympathique. 

Quant au plat, fait maison, excellent! Service rapide, et de qualité 

Je recommande ! Vous ne serez pas déçu";Frazarin Bistrot Franco Italien
morea67;morea67;29 mai 2022;Excellent Accueillant Délicieux !;5.0;family;87;Excellente soirée. Patrons très accueillant, dans l’échange et la volonté de connaître juste ce qu’il faut de leurs hôtes pour mieux les servir. Carte restreinte car produits hautement sélectionnés et sublimés par le Chef. Une excellente soirée comme nous n’en avions pas passé de longue date. A recommander plus que plus !;Frazarin Bistrot Franco Italien
Marine D;marined21;28 mai 2022;Super !;5.0;friends;2;Génial ! Repas gourmand et raffiné avec un accueil incroyable. Tout était parfait. De plus, un très bon rapport qualité prix. Déjà hâte d’y retourner !!;Frazarin Bistrot Franco Italien
Juliette P;juliettep231;28 mai 2022;Incroyable;5.0;friends;2;Cuisine raffinée, service exceptionnel, pleins de saveurs différentes en bouche, une très belle découverte je recommande ++;Frazarin Bistrot Franco Italien
bea42130;bea42130;27 mai 2022;Un régal;4.0;family;6;"Une histoire  d’amitié franco italienne que le chef , à travers ces divers plats raffinés , nous fait partager .
Un lieu calme et une déco simple à l image de ces jeunes gens . Si vous voulez passer un bon moment gustativement parlant alors foncez . Merci de nous avoir fait passer une excellente soirée familiale .
Visité en mai";Frazarin Bistrot Franco Italien
Tata B;512tatab;27 mai 2022;Assiette délicate et gourmande;5.0;couples;102;"Raffinement, simplicité et gourmandise. Un beau voyage à la dégustation, une très bonne adresse pour les épicuriens et les autres 😉. Accueil très chaleureux, un lieu recommandé pour tous.
Merci à toute l’équipe pour ce bon et beau moment.";Frazarin Bistrot Franco Italien
Orianne P;OriannePoly;21 mai 2022;Très belle découverte;5.0;friends;5;"Adresse à découvrir de toute urgence !
Très belle découverte.
Un délice des sens.
Un régal pour les yeux et le palais, une équipe extraordinaire, un moment comme on les aime.
Bravo !";Frazarin Bistrot Franco Italien
C2R;Scripty2014;21 mai 2022;Excellent;5.0;none;133;"Tout y était parfait : de l'accueil, au plat, à la décoration. 
Nous avons été accueillies chaleureusement avec une présentation des propriétaires et de l'histoire du restaurant. 
La carte et les vins proposés y sont excellents. 
Ce restaurant vaut vraiment le détour à Lyon.";Frazarin Bistrot Franco Italien
Hollidays;Hollidaysalway;14 mai 2022;Toujours parfait et excellent! Le service est irréprochable, le lieu magnifique et les plats tellement goûteux.delicious;5.0;couples;17;"L’accueil est absolument parfait. Le rythme de service est sans faute.le concept de revisiter l’Italie est complètement réussi. 
Les plats servis toujours aussi goûteux. On est archi fan !!!";Frazarin Bistrot Franco Italien
GregMD;GregMD;29 avril 2022;Quelle belle surprise !;5.0;couples;129;Excellent ! Une sacrée belle surprise. 3 entrées au choix, 2 plats, 4 desserts mais que des produits frais préparés avec goût et de très bons vins français et italiens. Les gars sont super sympas en +! Faut vraiment tenter l’expérience….;Frazarin Bistrot Franco Italien
Sylvie R;sylvierouquette;23 avril 2022;Presque bien mais pas trés bien;3.0;none;468;"Trés bon accueil .
Service jugé trop rapide ...
Déçue de l'assiette charcuterie en entrée : seulement du jambon (rien d'autre alors que l' Italie offre d'autres choses ... ) même si c'était bon .
Pate succulente mais assiette plus petite que d'autres restaurants (qualité équivalente)
Nous étions 8 et avons passé un bon moment mais au ressenti général il manquait quelque chose ...";Frazarin Bistrot Franco Italien
dimau68;dimau68;20 avril 2022;Très belle découverte!;5.0;family;7;"Une petite pépite supplémentaire dans ce quartier déjà bien fournie. 
Accueil chaleureux, sans chichi, qui vous met tout de suite dans l’ambiance du lieux : convivialité, partage et bons produits. 
Une cuisine simple entre France et Italie (bien vu à Lyon 😉) qui fait place belle aux produits de saisons. Le tout accompagné d’un beau choix de vins, dans une ambiance et un décor à l’image de la table : efficace !";Frazarin Bistrot Franco Italien
ANTHONY V;M3529WJanthonyv;19 avril 2022;Comme à la maison mais avec le savoir faire culinaire;5.0;friends;13;Tout est excellent de l’accueil au repas composé de produit frais. Espresso Martini A tester si vous aimez le café. Les serveurs s’adaptent à vos goûts et savent vous conseiller c’est assez rare pour le souligner.;Frazarin Bistrot Franco Italien
Guillaume M;Guillaume311091;17 avril 2022;Excellentissime;5.0;couples;2;L'un des meilleurs restaurant de Lyon. Une carte finement réduite avec 3 entrées 2 plats et 4 desserts. Tous magnifiques, mélange de saveurs splendides. Le rapport expérience-accueil-qualité/prix est semble-t-il difficile à concurrencer. Frazarin, une magnifique adresse.;Frazarin Bistrot Franco Italien
Marianne E;marianneeK4707CW;16 avril 2022;Excellent;5.0;couples;1;Très bons produits, service agréable et attentionné, cadre sympathique. On reviendra, c’est certain !;Frazarin Bistrot Franco Italien
Lucas M;lucasmO6838HZ;7 mars 2022;Très bon accueil;5.0;couples;1;Super restaurant avec une ambiance très détendu, les gérants sont super et de bons conseils, le repas et le vin parfait ! ils nous ont même concocté une carte sans prix pour nos invités ! Je conseille fortement!;Frazarin Bistrot Franco Italien
Arnaud P;E3929TIarnaudp;3 mars 2022;Tres bon moment;5.0;couples;6;"De passage à lyon pour découvrir la ville de la gastronomie 
Nous ne sommes vraiment pas déçu 
De voir des jeunes qui aimes leur métier et  qui se donnent les moyens de le faire bien
Très bonne découverte de ce restaurant 
Bien à vous et à bientôt 
A faire et a refaire 
Les restaurateurs niçois ";Frazarin Bistrot Franco Italien
karine m;Y3096FRkarinem;1 mars 2022;A tester sans hésiter;4.0;couples;3;"Service Très sympathique. 
Repas au top petit bémol pour le dessert , même s’il était tout à fait correct, mais pas autant que l’entrée et le plat.";Frazarin Bistrot Franco Italien
Pierre-Lmt;Pierre-Lmt;26 février 2022;Solo andata per Frazzarino;5.0;business;70;"Je me joins et m’identifie dans les multitudes d’avis très favorables! C’est un chouette lieu où la gourmandise de la cuisine française est joliment associée à la cuisine italienne.
Les 3 associés ainsi que leurs collaborateurs sont d’une grande gentillesse, toujours disponible et à l’écoute de chacun des clients.
C’est sans aucune réserve que je recommande Frazarin.
A presto Ragazzi :)!";Frazarin Bistrot Franco Italien
